,UserID,Game,Hours,Ratings
7214,141161011,Heroes of Might & Magic III - HD Edition,0.8,1
7216,141161011,Call of Duty Black Ops - Multiplayer,0.7,1
7219,54916182,Football Manager 2010,2603.0,5
7221,168041218,Dota 2,213.0,3
7223,168041218,Counter-Strike Nexon Zombies,0.2,1
7226,155881626,Dota 2,743.0,4
7228,155881626,Counter-Strike Global Offensive,152.0,3
7277,23663429,Counter-Strike,1.3,1
7281,201176964,Dota 2,1.9,1
7283,179481154,Counter-Strike Global Offensive,207.0,3
7285,179481154,Far Cry 3,32.0,2
7287,179481154,Dota 2,0.9,1
7289,179481154,PAYDAY The Heist,0.4,1
7296,246753573,Call of Duty Ghosts,0.8,1
7299,115396529,Dota 2,347.0,3
7301,115396529,Fallout 4,17.9,1
7303,115396529,Cities Skylines,8.7,1
7305,115396529,Natural Selection 2,0.8,1
7307,255957600,Dota 2,12.4,1
7309,276118496,War Inc. Battlezone,0.6,1
7325,43804972,Sid Meier's Civilization V,259.0,3
7327,216115170,Unturned,0.5,1
7329,182579698,Dota 2,48.0,2
7331,242412972,The Lord of the Rings Online,7.5,1
7333,242412972,Stronghold HD,0.3,1
7335,215008934,Dota 2,7.9,1
7338,161220142,DayZ,21.0,2
7342,20200395,Team Fortress 2,276.0,3
7344,20200395,The Elder Scrolls V Skyrim,118.0,3
7346,20200395,Castlevania Lords of Shadow 2,73.0,2
7348,20200395,Torchlight II,64.0,2
7350,20200395,Plants vs. Zombies Game of the Year,50.0,2
7352,20200395,Saints Row The Third,45.0,2
7354,20200395,Far Cry 3,43.0,2
7356,20200395,Dark Souls Prepare to Die Edition,42.0,2
7358,20200395,Super Meat Boy,42.0,2
7360,20200395,Borderlands 2,35.0,2
7362,20200395,Torchlight,30.0,2
7364,20200395,Poker Night at the Inventory,27.0,2
7366,20200395,Tomb Raider,27.0,2
7368,20200395,Warframe,26.0,2
7370,20200395,Bastion,22.0,2
7372,20200395,Killing Floor,21.0,2
7374,20200395,Left 4 Dead 2,19.0,1
7376,20200395,Endless Legend,18.8,1
7378,20200395,Magic The Gathering - Duels of the Planeswalkers,17.8,1
7380,20200395,The Witcher Enhanced Edition,15.6,1
7382,20200395,Dota 2,13.0,1
7384,20200395,Max Payne 3,12.9,1
7386,20200395,Darksiders II,11.5,1
7388,20200395,The Darkness II,11.4,1
7390,20200395,Skullgirls,10.8,1
7392,20200395,Tribes Ascend,9.6,1
7394,20200395,Puzzle Quest,7.7,1
7396,20200395,Counter-Strike Source,7.5,1
7398,20200395,Altitude,4.5,1
7400,20200395,Chime,4.2,1
7402,20200395,Champions Online,4.2,1
7404,20200395,Rogue Legacy,3.0,1
7406,20200395,Counter-Strike Global Offensive,2.9,1
7408,20200395,Skullgirls Endless Beta,2.7,1
7410,20200395,Divekick,2.2,1
7412,20200395,Life Is Strange,1.6,1
7414,20200395,Dishonored,1.5,1
7416,20200395,Assassin's Creed II,1.5,1
7418,20200395,Lara Croft and the Guardian of Light,1.4,1
7420,20200395,Half-Life 2,1.4,1
7422,20200395,Booster Trooper,1.3,1
7424,20200395,Poker Night 2,1.3,1
7426,20200395,Dirty Bomb,1.1,1
7428,20200395,Far Cry 3 Blood Dragon,1.0,1
7430,20200395,Grand Theft Auto III,1.0,1
7432,20200395,Mass Effect,0.9,1
7434,20200395,Grand Theft Auto Vice City,0.8,1
7436,20200395,Alien Swarm,0.7,1
7438,20200395,Droplitz,0.6,1
7440,20200395,Call of Duty Advanced Warfare - Multiplayer,0.5,1
7442,20200395,Garry's Mod,0.4,1
7444,20200395,Portal,0.4,1
7446,20200395,The Binding of Isaac,0.3,1
7448,20200395,Grand Theft Auto San Andreas,0.3,1
7450,20200395,Assassin's Creed,0.2,1
7452,20200395,Lead and Gold - Gangs of the Wild West,0.2,1
7454,20200395,Killing Floor Mod Defence Alliance 2,0.2,1
7475,32498610,Counter-Strike Global Offensive,500.0,3
7477,32498610,Counter-Strike,104.0,3
7479,32498610,Team Fortress 2,43.0,2
7481,32498610,Left 4 Dead 2,20.0,1
7483,32498610,Vindictus,7.9,1
7485,32498610,Archeblade,2.5,1
7487,32498610,Creativerse,2.3,1
7489,32498610,Counter-Strike Source,1.7,1
7491,32498610,Dota 2,1.7,1
7493,32498610,Warframe,0.4,1
7499,292731142,Counter-Strike Global Offensive,22.0,2
7502,43321203,Race The WTCC Game,7.8,1
7505,221952355,Dota 2,23.0,2
7507,221952355,Everlasting Summer,0.8,1
7509,4834220,Dota 2,474.0,3
7511,4834220,Borderlands 2,427.0,3
7513,4834220,Total War ROME II - Emperor Edition,329.0,3
7515,4834220,BioShock Infinite,265.0,3
7517,4834220,Call of Duty Advanced Warfare - Multiplayer,210.0,3
7519,4834220,Call of Duty Modern Warfare 2 - Multiplayer,175.0,3
7521,4834220,The Elder Scrolls V Skyrim,58.0,2
7523,4834220,Call of Duty Modern Warfare 3 - Multiplayer,39.0,2
7525,4834220,Call of Duty Modern Warfare 2,35.0,2
7527,4834220,Fallout 4,19.8,1
7529,4834220,Team Fortress 2,10.9,1
7531,4834220,Counter-Strike Source,7.6,1
7533,4834220,Call of Duty Black Ops,7.3,1
7535,4834220,Call of Duty Black Ops II,6.3,1
7537,4834220,Call of Duty Modern Warfare 3,5.4,1
7539,4834220,Call of Duty Advanced Warfare,1.3,1
7558,189623540,Unturned,8.6,1
7560,189623540,Heroes & Generals,0.3,1
7563,208071792,Dota 2,6.6,1
7565,65229865,Europa Universalis IV,369.0,3
7567,65229865,Fallout New Vegas,81.0,2
7569,65229865,The Elder Scrolls V Skyrim,57.0,2
7571,65229865,GRID,38.0,2
7573,65229865,Sid Meier's Civilization V,33.0,2
7575,65229865,Mass Effect 2,26.0,2
7577,65229865,Cogs,22.0,2
7579,65229865,Need for Speed SHIFT,22.0,2
7581,65229865,Dungeons of Dredmor,17.2,1
7583,65229865,Bastion,9.7,1
7585,65229865,Might & Magic Heroes VI,5.1,1
7587,65229865,Atom Zombie Smasher ,4.7,1
7589,65229865,Heroes of Might & Magic V,3.3,1
7591,65229865,Hacker Evolution,3.0,1
7593,65229865,Majesty 2 Collection,2.8,1
7595,65229865,Worms Reloaded,2.2,1
7597,65229865,Portal,2.0,1
7599,65229865,Dragon Age Origins,1.9,1
7601,65229865,Solar 2,1.6,1
7603,65229865,Dungeon Siege,1.4,1
7605,65229865,BioShock,1.1,1
7607,65229865,The Bridge,0.9,1
7609,65229865,Magicka,0.8,1
7611,65229865,The Witcher 2 Assassins of Kings Enhanced Edition,0.8,1
7613,65229865,Crayon Physics Deluxe,0.7,1
7615,65229865,King Arthur Collection,0.5,1
7617,65229865,Fallout 4,0.5,1
7619,65229865,Revenge of the Titans,0.5,1
7621,65229865,Neverwinter Nights 2 Platinum,0.3,1
7623,65229865,Sigils of Elohim,0.3,1
7680,53079481,Speedball 2 Tournament,3.0,1
7682,146809006,Dota 2,387.0,3
7684,146809006,The Mighty Quest For Epic Loot,0.2,1
7686,146809006,TDP4Team Battle,0.1,1
7695,240524467,Dota 2,184.0,3
7697,183103599,Counter-Strike Global Offensive,299.0,3
7699,183103599,Legend of Grimrock,21.0,2
7701,183103599,Team Fortress 2,1.9,1
7704,181064527,Dota 2,7.7,1
7706,65958466,Dota 2,131.0,3
7708,65958466,Mass Effect,125.0,3
7710,65958466,Dragon Age Origins - Ultimate Edition,125.0,3
7712,65958466,Fallout 4,123.0,3
7714,65958466,Mass Effect 2,96.0,2
7716,65958466,Fable - The Lost Chapters,78.0,2
7718,65958466,DayZ,75.0,2
7720,65958466,Killing Floor,74.0,2
7722,65958466,The Elder Scrolls V Skyrim,70.0,2
7724,65958466,Elite Dangerous,52.0,2
7726,65958466,Chivalry Medieval Warfare,41.0,2
7728,65958466,Sins of a Solar Empire Rebellion,39.0,2
7730,65958466,Far Cry 3,39.0,2
7732,65958466,Darksiders II,38.0,2
7734,65958466,Warframe,36.0,2
7736,65958466,Age of Empires II HD Edition,34.0,2
7738,65958466,Batman Arkham Asylum GOTY Edition,32.0,2
7740,65958466,Team Fortress 2,31.0,2
7742,65958466,Deus Ex Human Revolution,31.0,2
7744,65958466,The Binding of Isaac,30.0,2
7746,65958466,STAR WARS Knights of the Old Republic II The Sith Lords,29.0,2
7748,65958466,Fallout New Vegas,28.0,2
7750,65958466,Far Cry 4,28.0,2
7752,65958466,Crusader Kings II,27.0,2
7754,65958466,Assassin's Creed II,25.0,2
7756,65958466,Risk of Rain,24.0,2
7758,65958466,Darksiders,24.0,2
7760,65958466,Mirror's Edge,23.0,2
7762,65958466,Dark Souls Prepare to Die Edition,22.0,2
7764,65958466,Wasteland 2,21.0,2
7766,65958466,Endless Space,19.8,1
7768,65958466,Garry's Mod,19.8,1
7770,65958466,Portal,16.2,1
7772,65958466,FTL Faster Than Light,15.6,1
7774,65958466,Metro 2033,15.3,1
7776,65958466,Europa Universalis IV,15.0,1
7778,65958466,The Banner Saga,15.0,1
7780,65958466,Guns of Icarus Online,14.1,1
7782,65958466,Batman Arkham City,13.9,1
7784,65958466,Half-Life 2,13.2,1
7786,65958466,Magicite,12.9,1
7788,65958466,Don't Starve Together Beta,12.6,1
7790,65958466,Terraria,12.3,1
7792,65958466,Hotline Miami,11.2,1
7794,65958466,"Warhammer 40,000 Space Marine",10.4,1
7796,65958466,Fallout,10.0,1
7798,65958466,Spec Ops The Line,9.7,1
7800,65958466,System Shock 2,9.4,1
7802,65958466,Dominions 4,9.0,1
7804,65958466,Dishonored,8.6,1
7806,65958466,Magicka,8.4,1
7808,65958466,Stronghold HD,7.9,1
7810,65958466,Crypt of the NecroDancer,7.6,1
7812,65958466,God Mode,7.4,1
7814,65958466,Age of Mythology Extended Edition,7.3,1
7816,65958466,Metro Last Light Redux,7.1,1
7818,65958466,Counter-Strike Global Offensive,5.6,1
7820,65958466,Killing Floor 2,5.3,1
7822,65958466,Dead Space,5.2,1
7824,65958466,Shadowrun Dragonfall - Director's Cut,5.1,1
7826,65958466,BioShock 2,4.9,1
7828,65958466,Divinity II Developer's Cut,4.9,1
7830,65958466,Stronghold Crusader HD,4.6,1
7832,65958466,Sid Meier's Civilization V,4.6,1
7834,65958466,Cities XL Platinum,4.4,1
7836,65958466,Red Faction Guerrilla Steam Edition,3.9,1
7838,65958466,Company of Heroes,3.7,1
7840,65958466,SOMA,3.5,1
7842,65958466,Contagion,3.3,1
7844,65958466,Retrovirus,3.3,1
7846,65958466,Hammerwatch,3.1,1
7848,65958466,RAW - Realms of Ancient War,3.0,1
7850,65958466,LIMBO,2.4,1
7852,65958466,Evochron Mercenary,2.2,1
7854,65958466,DOOM 3 BFG Edition,2.2,1
7856,65958466,Nidhogg,2.1,1
7858,65958466,Don't Starve,1.8,1
7860,65958466,Star Wars Knights of the Old Republic,1.7,1
7862,65958466,Monaco,1.5,1
7864,65958466,The Ship,1.4,1
7866,65958466,"Warhammer 40,000 Dawn of War  Dark Crusade",1.4,1
7868,65958466,Little Inferno,1.4,1
7870,65958466,Unturned,1.3,1
7872,65958466,Saints Row The Third,1.3,1
7874,65958466,Dear Esther,1.2,1
7876,65958466,Fallout 2,1.2,1
7878,65958466,Castle Crashers,1.0,1
7880,65958466,Fallout Tactics,1.0,1
7882,65958466,Of Orcs And Men,0.9,1
7884,65958466,Tomb Raider,0.8,1
7886,65958466,Confrontation,0.6,1
7888,65958466,Total War SHOGUN 2,0.5,1
7890,65958466,Alien Swarm,0.4,1
7892,65958466,Stronghold 2,0.4,1
7894,65958466,Game of Thrones ,0.4,1
7896,65958466,Star Wars - Jedi Knight II Jedi Outcast,0.2,1
7898,65958466,Blood Bowl Legendary Edition,0.1,1
7935,77905942,The Elder Scrolls V Skyrim,95.0,2
7937,77905942,Dragon Age Origins - Ultimate Edition,71.0,2
7939,77905942,Sid Meier's Civilization V,64.0,2
7941,77905942,Bastion,19.2,1
7943,77905942,Costume Quest,1.1,1
7945,181321171,Dota 2,25.0,2
7947,181321171,Team Fortress 2,0.9,1
7949,172348107,Dota 2,1.9,1
7951,215748805,Dota 2,45.0,2
7953,215748805,Adventures of Bertram Fiddle Episode 1 A Dreadly Business,1.7,1
7955,215748805,Shoot Many Robots,0.7,1
7959,129520075,Call of Duty Black Ops II - Multiplayer,77.0,2
7961,129520075,Call of Duty Modern Warfare 3 - Multiplayer,10.2,1
7963,129520075,Call of Duty Modern Warfare 3,6.8,1
7965,129520075,Grand Theft Auto IV,1.9,1
7967,129520075,Call of Duty Black Ops II,1.6,1
7969,129520075,Call of Duty Black Ops II - Zombies,0.3,1
7971,276055488,Counter-Strike Nexon Zombies,0.8,1
7973,276055488,Unturned,0.1,1
7975,230952269,Heroes & Generals,1.9,1
7977,230952269,Unturned,0.1,1
7979,248255491,Team Fortress 2,56.0,2
7981,248255491,Gothic 3,16.5,1
7983,165216297,Dota 2,3.6,1
7985,234292025,Marvel Heroes 2015,54.0,2
7987,234292025,Team Fortress 2,3.8,1
7989,226923581,Counter-Strike Global Offensive,557.0,4
7991,226923581,Worms Clan Wars,2.1,1
7993,226923581,LEGO The Hobbit,0.6,1
7995,134590374,Dota 2,173.0,3
7997,43908860,Call of Duty Modern Warfare 2 - Multiplayer,155.0,3
7999,43908860,Call of Duty Modern Warfare 3 - Multiplayer,123.0,3
8001,43908860,Call of Duty Black Ops - Multiplayer,47.0,2
8003,43908860,Call of Duty Modern Warfare 2,40.0,2
8005,43908860,Portal,36.0,2
8007,43908860,Far Cry 3,24.0,2
8009,43908860,Call of Duty Modern Warfare 3,22.0,2
8011,43908860,Portal 2,18.3,1
8013,43908860,Call of Duty Black Ops,17.4,1
8015,43908860,Half-Life 2 Episode Two,17.1,1
8017,43908860,Half-Life 2 Episode One,7.9,1
8019,43908860,AdVenture Capitalist,6.0,1
8021,43908860,Half-Life 2,4.7,1
8023,43908860,Team Fortress 2,2.2,1
8025,43908860,Half-Life 2 Lost Coast,1.0,1
8027,43908860,The Stanley Parable,0.4,1
8030,203238341,Dota 2,1.8,1
8032,228343275,Cities Skylines,4.6,1
8034,198249024,Total War ROME II - Emperor Edition,530.0,4
8036,198249024,The Elder Scrolls V Skyrim,341.0,3
8038,198249024,Warmachine Tactics,10.4,1
8051,248518501,Dota 2,67.0,2
8057,308692673,Dota 2,2.9,1
8059,105796956,Team Fortress 2,88.0,2
8061,186055359,Dota 2,1.1,1
8063,87821312,Counter-Strike,1159.0,5
8065,87821312,Counter-Strike Global Offensive,3.8,1
8069,85714521,Counter-Strike Global Offensive,1378.0,5
8071,85714521,Day of Defeat Source,109.0,3
8073,85714521,Call of Duty Modern Warfare 3 - Multiplayer,66.0,2
8075,85714521,Call of Duty World at War,65.0,2
8077,85714521,PAYDAY 2,57.0,2
8079,85714521,Call of Duty Modern Warfare 3,24.0,2
8081,85714521,Team Fortress 2,23.0,2
8083,85714521,Left 4 Dead 2,18.8,1
8085,85714521,Watch_Dogs,9.7,1
8087,85714521,Tribes Ascend,3.9,1
8089,85714521,Deus Ex Human Revolution,0.9,1
8091,85714521,Dota 2,0.5,1
8093,85714521,God Mode,0.3,1
8095,85714521,Unturned,0.2,1
8097,170375966,Dota 2,40.0,2
8099,130950166,Dota 2,0.1,1
8101,194545521,Dota 2,26.0,2
8103,194545521,Crash Time II,3.3,1
8105,109458201,Call of Duty Black Ops II - Multiplayer,338.0,3
8107,109458201,Call of Duty Black Ops II - Zombies,36.0,2
8109,109458201,Call of Duty Black Ops II,13.5,1
8114,23718710,Counter-Strike,3.0,1
8118,126602285,Serious Sam HD The Second Encounter,0.4,1
8120,252696188,Dota 2,4.9,1
8122,95440541,Call of Duty Modern Warfare 3 - Multiplayer,337.0,3
8124,95440541,Call of Duty Modern Warfare 3,35.0,2
8126,95440541,R.U.S.E,6.9,1
8128,95440541,Team Fortress 2,5.8,1
8131,49767455,Counter-Strike Source,1534.0,5
8133,49767455,Counter-Strike Global Offensive,1129.0,5
8135,49767455,Call of Duty Modern Warfare 2 - Multiplayer,270.0,3
8137,49767455,Terraria,94.0,2
8139,49767455,Rocket League,93.0,2
8141,49767455,PAYDAY 2,43.0,2
8143,49767455,Left 4 Dead 2,33.0,2
8145,49767455,AdVenture Capitalist,24.0,2
8147,49767455,Team Fortress 2,13.5,1
8149,49767455,Hitman Absolution,9.1,1
8151,49767455,PAYDAY The Heist,7.1,1
8153,49767455,Arma 2 Operation Arrowhead,5.9,1
8155,49767455,Call of Duty Modern Warfare 3 - Multiplayer,4.0,1
8157,49767455,Heroes & Generals,2.3,1
8159,49767455,Dead Rising 2,2.2,1
8161,49767455,F.E.A.R.,2.1,1
8163,49767455,Dota 2,1.8,1
8165,49767455,Rogue Warrior,1.5,1
8167,49767455,Call of Duty Modern Warfare 2,0.7,1
8169,49767455,Hitman Sniper Challenge,0.7,1
8171,49767455,Worms Ultimate Mayhem,0.5,1
8173,49767455,Worms Armageddon,0.3,1
8175,49767455,Alien Swarm,0.2,1
8191,304222866,Garry's Mod,1.6,1
8195,303269114,Dota 2,67.0,2
8197,238411403,Dota 2,0.5,1
8199,97238489,Train Simulator,24.0,2
8201,58117481,Counter-Strike Source,278.0,3
8206,61676491,Counter-Strike Source,1097.0,5
8208,61676491,Rocket League,479.0,3
8210,61676491,Warframe,170.0,3
8212,61676491,Counter-Strike Global Offensive,122.0,3
8214,61676491,H1Z1,77.0,2
8216,61676491,Dungeon Defenders,47.0,2
8218,61676491,Dungeon Defenders II,40.0,2
8220,61676491,Grand Theft Auto IV,34.0,2
8222,61676491,Hammerwatch,32.0,2
8224,61676491,The Binding of Isaac,23.0,2
8226,61676491,Alien Swarm,16.6,1
8228,61676491,Farming Simulator 2011,15.9,1
8230,61676491,Sleeping Dogs,13.4,1
8232,61676491,Batman Arkham Origins,12.9,1
8234,61676491,Darksiders,12.1,1
8236,61676491,Torchlight II,10.5,1
8238,61676491,Red Faction Armageddon,8.6,1
8240,61676491,Terraria,8.6,1
8242,61676491,Team Fortress 2,7.7,1
8244,61676491,Borderlands 2,7.0,1
8246,61676491,Farming Simulator 2013,6.9,1
8248,61676491,Marvel Heroes 2015,6.4,1
8250,61676491,Serious Sam HD The Second Encounter,5.9,1
8252,61676491,Dota 2,5.7,1
8254,61676491,Left 4 Dead 2,5.4,1
8256,61676491,Mafia II,5.2,1
8258,61676491,Torchlight,4.6,1
8260,61676491,Orcs Must Die! 2,4.6,1
8262,61676491,Total War ROME II - Emperor Edition,4.2,1
8264,61676491,Viking Battle for Asgard,3.6,1
8266,61676491,Medal of Honor(TM) Single Player,3.5,1
8268,61676491,Orcs Must Die!,3.5,1
8270,61676491,DayZ,3.2,1
8272,61676491,Just Cause 2,3.2,1
8274,61676491,Batman Arkham Asylum GOTY Edition,3.0,1
8276,61676491,The Bureau XCOM Declassified,3.0,1
8278,61676491,DC Universe Online,2.9,1
8280,61676491,L.A. Noire,2.7,1
8282,61676491,Aliens vs. Predator,2.7,1
8284,61676491,Warlock - Master of the Arcane,2.6,1
8286,61676491,Crysis 2 Maximum Edition,2.4,1
8288,61676491,FINAL FANTASY XIV A Realm Reborn,2.3,1
8290,61676491,Hero Siege,2.3,1
8292,61676491,Red Faction Guerrilla Steam Edition,2.2,1
8294,61676491,DLC Quest,1.6,1
8296,61676491,How to Survive,1.5,1
8298,61676491,Aliens versus Predator Classic 2000,1.5,1
8300,61676491,PAYDAY 2,1.3,1
8302,61676491,Portal,1.3,1
8304,61676491,Arma 2 Operation Arrowhead,1.2,1
8306,61676491,Sid Meier's Civilization III Complete,1.1,1
8308,61676491,One Way Heroics,1.0,1
8310,61676491,Clicker Heroes,1.0,1
8312,61676491,S.T.A.L.K.E.R. Shadow of Chernobyl,1.0,1
8314,61676491,Crusader Kings II,0.9,1
8316,61676491,Spec Ops The Line,0.8,1
8318,61676491,Before the Echo,0.8,1
8320,61676491,DUNGEONS - Steam Special Edition,0.8,1
8322,61676491,Divinity Dragon Commander,0.7,1
8324,61676491,Burnout Paradise The Ultimate Box,0.7,1
8326,61676491,Sanctum 2,0.6,1
8328,61676491,GRID Autosport,0.6,1
8330,61676491,F.E.A.R. 3,0.6,1
8332,61676491,Dragon Age Origins - Ultimate Edition,0.6,1
8334,61676491,Afterfall InSanity Extended Edition,0.5,1
8336,61676491,Delver,0.5,1
8338,61676491,DmC Devil May Cry,0.5,1
8340,61676491,Guardians of Middle-earth,0.5,1
8342,61676491,Mirror's Edge,0.4,1
8344,61676491,Command and Conquer Red Alert 3 - Uprising,0.4,1
8346,61676491,Ultra Street Fighter IV,0.4,1
8348,61676491,Killing Floor,0.3,1
8350,61676491,FORCED,0.3,1
8352,61676491,Natural Selection 2,0.3,1
8354,61676491,Dungeonland,0.3,1
8356,61676491,Arma 2,0.3,1
8358,61676491,Dark Souls Prepare to Die Edition,0.3,1
8360,61676491,Red Faction,0.3,1
8362,61676491,Path of Exile,0.2,1
8364,61676491,ArcheAge,0.2,1
8366,61676491,Metro 2033,0.2,1
8368,61676491,S.T.A.L.K.E.R. Clear Sky,0.2,1
8370,61676491,Scribblenauts Unlimited,0.2,1
8372,61676491,Age of Empires II HD Edition,0.2,1
8374,61676491,Leviathan Warships,0.2,1
8376,61676491,The Witcher Enhanced Edition,0.2,1
8378,61676491,Europa Universalis III,0.2,1
8380,61676491,Prince of Persia The Sands of Time,0.1,1
8382,61676491,Post Apocalyptic Mayhem,0.1,1
8513,223991842,Dota 2,1.3,1
8515,166753156,Warframe,1159.0,5
8517,166753156,Euro Truck Simulator 2,34.0,2
8519,166753156,Defiance,22.0,2
8521,166753156,PlanetSide 2,13.1,1
8523,166753156,Tom Clancy's Ghost Recon Phantoms - EU,11.5,1
8525,166753156,RaceRoom Racing Experience ,9.2,1
8527,166753156,APB Reloaded,4.5,1
8529,166753156,A.V.A - Alliance of Valiant Arms,4.3,1
8531,166753156,HAWKEN,4.2,1
8533,166753156,ArcheAge,4.0,1
8535,166753156,Warface,2.4,1
8537,166753156,Counter-Strike Nexon Zombies,0.8,1
8539,166753156,Firefall,0.8,1
8541,166753156,Metal War Online Retribution,0.3,1
8546,135879753,Counter-Strike Global Offensive,4659.0,5
8548,135879753,Call of Duty Black Ops II - Multiplayer,35.0,2
8550,135879753,theHunter,31.0,2
8552,135879753,Call of Duty 4 Modern Warfare,21.0,2
8554,135879753,Half-Life 2,19.3,1
8556,135879753,Insurgency,16.6,1
8558,135879753,Deus Ex Human Revolution,9.0,1
8560,135879753,Half-Life 2 Episode One,5.4,1
8562,135879753,Call of Duty Black Ops II,3.3,1
8564,135879753,DayZ,3.0,1
8566,135879753,Assassin's Creed,2.0,1
8568,135879753,Half-Life Deathmatch Source,1.1,1
8570,135879753,Counter-Strike Condition Zero,0.9,1
8572,135879753,Team Fortress Classic,0.8,1
8574,135879753,Half-Life 2 Deathmatch,0.8,1
8576,135879753,Call of Duty World at War,0.7,1
8578,135879753,Counter-Strike,0.6,1
8580,135879753,Half-Life Opposing Force,0.5,1
8597,101369449,Zombie Panic Source,395.0,3
8599,101369449,Insurgency Modern Infantry Combat,11.0,1
8601,101369449,Age of Chivalry,0.9,1
8603,176033341,Team Fortress 2,429.0,3
8605,176033341,Rust,5.5,1
8614,103363050,Orcs Must Die!,32.0,2
8616,171512034,Dota 2,55.0,2
8624,267438860,Dota 2,0.6,1
8626,68224834,War of the Roses,114.0,3
8628,68224834,Path of Exile,25.0,2
8630,68224834,Counter-Strike Global Offensive,19.6,1
8632,68224834,Borderlands 2,15.9,1
8634,68224834,War of the Vikings,14.8,1
8636,68224834,GRID Autosport,14.1,1
8638,68224834,Call of Duty Ghosts - Multiplayer,11.2,1
8640,68224834,Torchlight II,9.6,1
8642,68224834,Call of Duty Ghosts,5.1,1
8644,68224834,The Elder Scrolls V Skyrim,4.8,1
8646,68224834,War of the Roses Balance Beta,0.6,1
8648,68224834,Counter-Strike Source,0.2,1
8650,68224834,Team Fortress 2,0.2,1
8654,110928152,Dota 2,9.2,1
8656,155613860,Blade Symphony,2.2,1
8662,157469247,Garry's Mod,80.0,2
8664,157469247,Grand Theft Auto San Andreas,22.0,2
8666,157469247,Counter-Strike Global Offensive,16.9,1
8668,157469247,Team Fortress 2,16.7,1
8670,157469247,Half-Life 2,2.1,1
8672,157469247,Left 4 Dead 2,1.5,1
8674,157469247,Starbound,1.3,1
8676,157469247,Counter-Strike Source,1.2,1
8678,157469247,The Bridge,0.8,1
8680,157469247,Bloody Trapland,0.7,1
8682,157469247,Five Nights at Freddy's,0.6,1
8684,157469247,A.V.A - Alliance of Valiant Arms,0.2,1
8686,157469247,Portal,0.1,1
8697,80119032,Team Fortress 2,309.0,3
8699,80119032,Dead Island,11.9,1
8701,80119032,BIT.TRIP RUNNER,0.2,1
8718,128831281,Dota 2,1445.0,5
8720,176743370,Dota 2,3.7,1
8722,176743370,Team Fortress 2,0.2,1
8724,122803519,Unturned,146.0,3
8726,122803519,Super Hexagon,37.0,2
8728,122803519,Brawlhalla,21.0,2
8730,122803519,Left 4 Dead 2,17.5,1
8732,122803519,VVVVVV,6.4,1
8734,122803519,Neverwinter,6.3,1
8736,122803519,BLOCKADE 3D,3.4,1
8738,122803519,Heroes & Generals,1.6,1
8740,122803519,Robocraft,0.7,1
8742,122803519,Team Fortress 2,0.6,1
